k,series,cell,m,d,r,net,position,instance,branch,probe_attempted,probe_intents,probe_destroyed,finalized,action,note_written_at,n_lines_at_decision,n_sacrifice_lines_at_decision,net_at_decision,read_notes,composition_matches_assignment,rejected_missing_note,turns_used,stopped,wall_clock_s,cost
6360,C,C_d1r1,2,1,1,0,3,51382,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,63.22,0.009334263839999999
6361,C,C_d1r1,2,1,1,0,3,51390,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,42.83,0.006180810944
6362,C,C_d1r1,2,1,1,0,3,51398,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,78.58,0.01111906224
6363,C,C_d1r1,2,1,1,0,3,51406,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,67.26,0.01021739136
6364,C,C_d1r1,2,1,1,0,3,51414,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,5,,79.41,0.011024607
6365,C,C_d1r1,2,1,1,0,3,51422,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,33.36,0.00574438524
6366,C,C_d1r1,2,1,1,0,3,51430,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,5,,77.28,0.01084033236
6367,C,C_d1r1,2,1,1,0,3,51438,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,6,,78.71,0.01204333284
6368,C,C_d1r1,2,1,1,0,3,51446,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,15.89,0.00363565752
6369,C,C_d1r1,2,1,1,0,3,51454,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,26.15,0.0049024008
6370,C,C_d1r1,2,1,1,0,3,51462,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,68.99,0.00926414676
6371,C,C_d1r1,2,1,1,0,3,51470,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,6,,78.79,0.011928595799999999
6372,C,C_d1r1,2,1,1,0,3,51478,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,57.44,0.00879824484
6373,C,C_d1r1,2,1,1,0,3,51486,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,5,,78.1,0.01094579772
6374,C,C_d1r1,2,1,1,0,3,51494,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,58.78,0.0084546132
6375,C,C_d1r1,2,1,1,0,3,51502,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,66.05,0.00894311484
6376,C,C_d1r1,2,1,1,0,3,51510,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,65.9,0.0090717594
6377,C,C_d1r1,2,1,1,0,3,51518,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,74.47,0.01073370804
6378,C,C_d1r1,2,1,1,0,3,51526,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,45.83,0.00766999728
6379,C,C_d1r1,2,1,1,0,3,51534,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,65.96,0.0088631466
6380,C,C_d1r1,2,1,1,0,3,51542,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,42.44,0.0074845636799999995
6381,C,C_d1r1,2,1,1,0,3,51550,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,67.92,0.00919113228
6382,C,C_d1r1,2,1,1,0,3,51558,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,5,,71.93,0.01086525
6383,C,C_d1r1,2,1,1,0,3,51566,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,35.58,0.005896209
6384,C,C_d1r1,2,1,1,0,3,51574,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,61.6,0.00844997736
6385,C,C_d1r1,2,1,1,0,3,51582,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,5,,77.85,0.01092493644
6386,C,C_d1r1,2,1,1,0,3,51590,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,50.95,0.0083995626
6387,C,C_d1r1,2,1,1,0,3,51598,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,43.82,0.0073959032400000005
6388,C,C_d1r1,2,1,1,0,3,51606,assigned,True,1,True,False,probe_destroyed_assignment,probe,2,1,0,True,True,0,5,,79.02,0.01086698844
6389,C,C_d1r1,2,1,1,0,3,51614,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,21.94,0.00433335144
6390,C,C_d1r1,2,1,1,0,3,51622,assigned,True,1,True,False,probe_destroyed_assignment,probe,2,1,0,True,True,0,4,,49.9,0.00739068792
6391,C,C_d1r1,2,1,1,0,3,51630,assigned,True,1,True,False,probe_destroyed_assignment,probe,2,1,0,True,True,0,5,,73.12,0.01074413868
6392,C,C_d1r1,2,1,1,0,3,51638,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,56.3,0.00907291836
6393,C,C_d1r1,2,1,1,0,3,51646,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,62.79,0.009038806304
6394,C,C_d1r1,2,1,1,0,3,51654,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,17.22,0.00369012864
6395,C,C_d1r1,2,1,1,0,3,51662,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,49.73,0.00819037032
6396,C,C_d1r1,2,1,1,0,3,51670,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,49.94,0.00730956072
6397,C,C_d1r1,2,1,1,0,3,51678,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,35.37,0.00674572668
6398,C,C_d1r1,2,1,1,0,3,51686,assigned,True,1,False,True,submit_own_solution,probe,2,1,0,True,True,0,5,,59.02,0.00912275364
6399,C,C_d1r1,2,1,1,0,3,51694,assigned,False,0,False,True,submit_own_solution,finalize,2,1,0,True,True,0,4,,32.2,0.004953472304
6400,C,C_d1r2,3,1,2,-1,4,51703,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,27.65,0.00574438524
6401,C,C_d1r2,3,1,2,-1,4,51711,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,39.25,0.00705458952
6402,C,C_d1r2,3,1,2,-1,4,51719,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,7,,84.57,0.01179299748
6403,C,C_d1r2,3,1,2,-1,4,51727,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,4,,59.96,0.00834972732
6404,C,C_d1r2,3,1,2,-1,4,51735,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,5,,74.66,0.010831060679999999
6405,C,C_d1r2,3,1,2,-1,4,51743,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,7,,82.26,0.01176460296
6406,C,C_d1r2,3,1,2,-1,4,51751,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,63.71,0.00966688536
6407,C,C_d1r2,3,1,2,-1,4,51759,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,19.89,0.00407838024
6408,C,C_d1r2,3,1,2,-1,4,51767,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,5,,80.03,0.011024606999999999
6409,C,C_d1r2,3,1,2,-1,4,51775,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,26.02,0.00472044408
6410,C,C_d1r2,3,1,2,-1,4,51783,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,44.44,0.00690102732
6411,C,C_d1r2,3,1,2,-1,4,51791,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,48.45,0.0069137758799999996
6412,C,C_d1r2,3,1,2,-1,4,51799,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,59.51,0.00845113632
6413,C,C_d1r2,3,1,2,-1,4,51807,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,46.27,0.00704415888
6414,C,C_d1r2,3,1,2,-1,4,51815,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,5,,80.74,0.01116194376
6415,C,C_d1r2,3,1,2,-1,4,51823,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,38.28,0.005024748344
6416,C,C_d1r2,3,1,2,-1,4,51831,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,4,,69.64,0.00974221776
6417,C,C_d1r2,3,1,2,-1,4,51839,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,33.09,0.00544827096
6418,C,C_d1r2,3,1,2,-1,4,51847,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,71.19,0.00962458332
6419,C,C_d1r2,3,1,2,-1,4,51855,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,62.61,0.00869625636
6420,C,C_d1r2,3,1,2,-1,4,51863,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,4,,14.95,0.0037811069999999997
6421,C,C_d1r2,3,1,2,-1,4,51871,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,7,,78.82,0.011719403520000001
6422,C,C_d1r2,3,1,2,-1,4,51879,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,27.62,0.00568238088
6423,C,C_d1r2,3,1,2,-1,4,51887,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,29.11,0.0051875049599999995
6424,C,C_d1r2,3,1,2,-1,4,51895,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,5,,82.38,0.0111289134
6425,C,C_d1r2,3,1,2,-1,4,51903,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,6,,80.19,0.0120908502
6426,C,C_d1r2,3,1,2,-1,4,51911,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,65.29,0.00926936208
6427,C,C_d1r2,3,1,2,-1,4,51919,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,4,,25.85,0.0049620872399999995
6428,C,C_d1r2,3,1,2,-1,4,51927,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,22.72,0.00452457984
6429,C,C_d1r2,3,1,2,-1,4,51935,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,5,,74.46,0.010948695119999999
6430,C,C_d1r2,3,1,2,-1,4,51943,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,57.6,0.009340058640000001
6431,C,C_d1r2,3,1,2,-1,4,51951,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,5,,76.81,0.011120221199999999
6432,C,C_d1r2,3,1,2,-1,4,51959,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,62.83,0.008808096
6433,C,C_d1r2,3,1,2,-1,4,51967,assigned,True,1,False,True,submit_own_solution,probe,3,1,-1,True,True,0,5,,55.86,0.00887705412
6434,C,C_d1r2,3,1,2,-1,4,51975,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,4,,29.87,0.00550853688
6435,C,C_d1r2,3,1,2,-1,4,51983,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,6,,78.77,0.01169738328
6436,C,C_d1r2,3,1,2,-1,4,51991,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,1,-1,True,True,0,5,,75.33,0.01045845504
6437,C,C_d1r2,3,1,2,-1,4,51999,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,30.24,0.005354395200000001
6438,C,C_d1r2,3,1,2,-1,4,52007,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,4,,32.49,0.0056203765199999995
6439,C,C_d1r2,3,1,2,-1,4,52015,assigned,False,0,False,True,submit_own_solution,finalize,3,1,-1,True,True,0,6,,79.82,0.01196278512
6440,C,C_d1r3,4,1,3,-2,5,52024,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,60.89,0.00836363484
6441,C,C_d1r3,4,1,3,-2,5,52032,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,75.52,0.01094232084
6442,C,C_d1r3,4,1,3,-2,5,52040,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,77.94,0.0110477862
6443,C,C_d1r3,4,1,3,-2,5,52048,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,82.34,0.01111964172
6444,C,C_d1r3,4,1,3,-2,5,52056,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,72.32,0.00967905444
6445,C,C_d1r3,4,1,3,-2,5,52064,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,79.6,0.01117121544
6446,C,C_d1r3,4,1,3,-2,5,52072,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,38.08,0.00694738572
6447,C,C_d1r3,4,1,3,-2,5,52080,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,74.89,0.01109008824
6448,C,C_d1r3,4,1,3,-2,5,52088,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,77.82,0.0109029162
6449,C,C_d1r3,4,1,3,-2,5,52096,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,50.93,0.00842158284
6450,C,C_d1r3,4,1,3,-2,5,52104,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,48.2,0.007210469640000001
6451,C,C_d1r3,4,1,3,-2,5,52112,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,23.25,0.00465148596
6452,C,C_d1r3,4,1,3,-2,5,52120,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,77.86,0.01104315036
6453,C,C_d1r3,4,1,3,-2,5,52128,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,1,-2,True,True,0,4,,38.66,0.00623752272
6454,C,C_d1r3,4,1,3,-2,5,52136,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,80.49,0.01139895108
6455,C,C_d1r3,4,1,3,-2,5,52144,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,47.94,0.00800030088
6456,C,C_d1r3,4,1,3,-2,5,52152,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,79.32,0.01104430932
6457,C,C_d1r3,4,1,3,-2,5,52160,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,48.65,0.00674109084
6458,C,C_d1r3,4,1,3,-2,5,52168,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,27.48,0.00508435752
6459,C,C_d1r3,4,1,3,-2,5,52176,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,70.97,0.0107261748
6460,C,C_d1r3,4,1,3,-2,5,52184,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,63.85,0.00882200352
6461,C,C_d1r3,4,1,3,-2,5,52192,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,24.92,0.00477027936
6462,C,C_d1r3,4,1,3,-2,5,52200,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,42.79,0.00740691336
6463,C,C_d1r3,4,1,3,-2,5,52208,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,21.75,0.00453501048
6464,C,C_d1r3,4,1,3,-2,5,52216,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,59.89,0.009378304320000001
6465,C,C_d1r3,4,1,3,-2,5,52224,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,51.04,0.00770766348
6466,C,C_d1r3,4,1,3,-2,5,52232,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,19.95,0.00428873148
6467,C,C_d1r3,4,1,3,-2,5,52240,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,6,,78.39,0.01187586312
6468,C,C_d1r3,4,1,3,-2,5,52248,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,42.69,0.00661012836
6469,C,C_d1r3,4,1,3,-2,5,52256,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,38.3,0.0063337164
6470,C,C_d1r3,4,1,3,-2,5,52264,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,28.45,0.0051057982800000005
6471,C,C_d1r3,4,1,3,-2,5,52272,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,46.6,0.00800899308
6472,C,C_d1r3,4,1,3,-2,5,52280,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,34.05,0.005257699304
6473,C,C_d1r3,4,1,3,-2,5,52288,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,88.5,0.01224846876
6474,C,C_d1r3,4,1,3,-2,5,52296,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,6,,77.87,0.01182950472
6475,C,C_d1r3,4,1,3,-2,5,52304,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,67.74,0.0093904734
6476,C,C_d1r3,4,1,3,-2,5,52312,assigned,True,1,False,True,submit_own_solution,probe,4,1,-2,True,True,0,5,,35.65,0.0067347165599999995
6477,C,C_d1r3,4,1,3,-2,5,52320,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,4,,55.86,0.008247738840000001
6478,C,C_d1r3,4,1,3,-2,5,52328,assigned,False,0,False,True,submit_own_solution,finalize,4,1,-2,True,True,0,5,,76.08,0.01090059828
6479,C,C_d1r3,4,1,3,-2,5,52336,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,1,-2,True,True,0,4,,37.56,0.0063742799999999995
6480,C,C_d1r4,5,1,4,-3,6,52345,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,33.86,0.00574670316
6481,C,C_d1r4,5,1,4,-3,6,52353,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,22.13,0.00459933276
6482,C,C_d1r4,5,1,4,-3,6,52361,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,29.98,0.00527210904
6483,C,C_d1r4,5,1,4,-3,6,52369,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,70.75,0.00965065992
6484,C,C_d1r4,5,1,4,-3,6,52377,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,31.07,0.00552302388
6485,C,C_d1r4,5,1,4,-3,6,52385,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,58.73,0.00927515688
6486,C,C_d1r4,5,1,4,-3,6,52393,assigned,True,1,True,False,probe_destroyed_assignment,probe,5,1,-3,True,True,0,4,,48.29,0.00745095384
6487,C,C_d1r4,5,1,4,-3,6,52401,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,62.72,0.00986159064
6488,C,C_d1r4,5,1,4,-3,6,52409,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,48.22,0.00750542496
6489,C,C_d1r4,5,1,4,-3,6,52417,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,5,,79.72,0.011336367239999999
6490,C,C_d1r4,5,1,4,-3,6,52425,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,5,,79.6,0.01122858396
6491,C,C_d1r4,5,1,4,-3,6,52433,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,21.15,0.00440520696
6492,C,C_d1r4,5,1,4,-3,6,52441,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,48.72,0.0081909498
6493,C,C_d1r4,5,1,4,-3,6,52449,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,15.44,0.0038460087599999997
6494,C,C_d1r4,5,1,4,-3,6,52457,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,37.03,0.006023771864
6495,C,C_d1r4,5,1,4,-3,6,52465,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,7,,81.14,0.012109973040000001
6496,C,C_d1r4,5,1,4,-3,6,52473,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,5,,78.86,0.01114745676
6497,C,C_d1r4,5,1,4,-3,6,52481,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,5,,81.35,0.01116831804
6498,C,C_d1r4,5,1,4,-3,6,52489,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,38.97,0.00624215856
6499,C,C_d1r4,5,1,4,-3,6,52497,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,44.58,0.00722727456
6500,C,C_d1r4,5,1,4,-3,6,52505,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,66.02,0.009878395560000001
6501,C,C_d1r4,5,1,4,-3,6,52513,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,38.59,0.00717859824
6502,C,C_d1r4,5,1,4,-3,6,52521,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,69.22,0.00974859204
6503,C,C_d1r4,5,1,4,-3,6,52529,assigned,True,1,True,False,probe_destroyed_assignment,probe,5,1,-3,True,True,0,4,,33.56,0.00586839396
6504,C,C_d1r4,5,1,4,-3,6,52537,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,21.74,0.00449792376
6505,C,C_d1r4,5,1,4,-3,6,52545,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,60.64,0.009348171360000001
6506,C,C_d1r4,5,1,4,-3,6,52553,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,74.68,0.01116715908
6507,C,C_d1r4,5,1,4,-3,6,52561,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,52.26,0.00804723876
6508,C,C_d1r4,5,1,4,-3,6,52569,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,60.9,0.00870900492
6509,C,C_d1r4,5,1,4,-3,6,52577,assigned,True,2,False,True,submit_own_solution,probe,5,1,-3,True,True,1,6,,75.64,0.01241941536
6510,C,C_d1r4,5,1,4,-3,6,52585,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,36.31,0.00692072964
6511,C,C_d1r4,5,1,4,-3,6,52593,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,66.84,0.01038659952
6512,C,C_d1r4,5,1,4,-3,6,52601,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,5,,78.39,0.010630058384
6513,C,C_d1r4,5,1,4,-3,6,52609,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,68.07,0.00966514692
6514,C,C_d1r4,5,1,4,-3,6,52617,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,58.92,0.008345670959999999
6515,C,C_d1r4,5,1,4,-3,6,52625,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,43.13,0.00679556196
6516,C,C_d1r4,5,1,4,-3,6,52633,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,29.9,0.00525936048
6517,C,C_d1r4,5,1,4,-3,6,52641,assigned,True,1,False,True,submit_own_solution,probe,5,1,-3,True,True,0,5,,37.01,0.00685988424
6518,C,C_d1r4,5,1,4,-3,6,52649,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,41.19,0.00666633792
6519,C,C_d1r4,5,1,4,-3,6,52657,assigned,False,0,False,True,submit_own_solution,finalize,5,1,-3,True,True,0,4,,59.82,0.00819906252
6520,C,C_d1r5,6,1,5,-4,7,52666,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,61.45,0.00879882432
6521,C,C_d1r5,6,1,5,-4,7,52674,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,7,,80.24,0.01181501772
6522,C,C_d1r5,6,1,5,-4,7,52682,assigned,True,1,False,True,submit_own_solution,probe,6,1,-4,True,True,0,5,,52.24,0.00824773884
6523,C,C_d1r5,6,1,5,-4,7,52690,assigned,True,1,False,True,submit_own_solution,probe,6,1,-4,True,True,0,5,,36.57,0.00666228156
6524,C,C_d1r5,6,1,5,-4,7,52698,assigned,True,1,False,True,submit_own_solution,probe,6,1,-4,True,True,0,5,,59.31,0.008946012239999999
6525,C,C_d1r5,6,1,5,-4,7,52706,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,35.48,0.00572584188
6526,C,C_d1r5,6,1,5,-4,7,52714,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,51.61,0.0074665998
6527,C,C_d1r5,6,1,5,-4,7,52722,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,6,,82.03,0.01209490656
6528,C,C_d1r5,6,1,5,-4,7,52730,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,61.5,0.00890255124
6529,C,C_d1r5,6,1,5,-4,7,52738,assigned,True,1,True,False,probe_destroyed_assignment,probe,6,1,-4,True,True,0,4,,80.67,0.01091218788
6530,C,C_d1r5,6,1,5,-4,7,52746,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,5,,81.55,0.0111173238
6531,C,C_d1r5,6,1,5,-4,7,52754,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,5,,82.51,0.0112332198
6532,C,C_d1r5,6,1,5,-4,7,52762,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,42.72,0.0068494536
6533,C,C_d1r5,6,1,5,-4,7,52770,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,5,,74.03,0.01110631368
6534,C,C_d1r5,6,1,5,-4,7,52778,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,12.82,0.00359625288
6535,C,C_d1r5,6,1,5,-4,7,52786,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,65.74,0.008507423144
6536,C,C_d1r5,6,1,5,-4,7,52794,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,4,,23.91,0.00474999756
6537,C,C_d1r5,6,1,5,-4,7,52802,assigned,True,1,True,False,probe_destroyed_assignment,probe,6,1,-4,True,True,0,4,,43.0,0.0068152642799999994
6538,C,C_d1r5,6,1,5,-4,7,52810,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,5,,77.17,0.01108139604
6539,C,C_d1r5,6,1,5,-4,7,52818,assigned,False,0,False,True,submit_own_solution,finalize,6,1,-4,True,True,0,5,,73.75,0.01108081656
